City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Fomboni,KM,2022-12-18 19:39:52,-12.28,43.7425,81.46,79,7,17.54
296,Tuy Hoa,VN,2022-12-18 19:39:53,13.0833,109.3,69.44,88,100,19.86
297,Katsuura,JP,2022-12-18 19:39:53,35.1333,140.3,40.86,68,71,15.35
298,Conway,US,2022-12-18 19:36:02,35.0887,-92.4421,50.52,42,0,1.01
299,Russell,US,2022-12-18 19:39:54,32.3502,-85.1999,50.97,28,0,6.91
300,Ketchikan,US,2022-12-18 19:39:55,55.3422,-131.6461,21.18,35,0,6.91
301,Rancharia,BR,2022-12-18 19:39:56,-22.2292,-50.8931,82.54,54,99,5.93
302,Valparaiso,CL,2022-12-18 19:39:57,-33.0393,-71.6273,68.23,90,0,12.66
303,Betsiamites,CA,2022-12-18 19:39:57,48.9413,-68.646,32.4,91,100,14.85
304,Ozinki,RU,2022-12-18 19:39:58,51.1786,49.6769,35.64,97,100,17.56
305,Burns Lake,CA,2022-12-18 19:39:58,54.2331,-125.7533,-13.58,58,12,8.43
306,Klaksvik,FO,2022-12-18 19:39:59,62.2266,-6.589,36.52,83,100,39.91
307,Cabo San Lucas,MX,2022-12-18 19:36:35,22.8909,-109.9124,77.61,69,75,4.61
308,Makakilo City,US,2022-12-18 19:40:00,21.3469,-158.0858,67.75,91,100,8.05
309,Vavuniya,LK,2022-12-18 19:40:01,8.7514,80.4971,71.8,93,100,3.96
310,Vokhtoga,RU,2022-12-18 19:40:02,58.8147,41.0461,10.96,92,100,8.57
311,Ucluelet,CA,2022-12-18 19:40:04,48.9329,-125.5528,36.09,56,99,5.01
312,Pontianak,ID,2022-12-18 19:40:05,-0.0333,109.3333,75.18,100,40,2.3
313,Enshi,CN,2022-12-18 19:40:06,30.3,109.4833,36.34,65,0,0.98
314,North Platte,US,2022-12-18 19:40:07,41.1239,-100.7654,33.12,57,0,6.91
315,Eyl,SO,2022-12-18 19:40:08,7.9803,49.8164,75.18,74,9,18.5
316,Hidalgotitlan,MX,2022-12-18 19:40:08,17.7833,-94.6333,77.13,80,94,5.12
317,Samarai,PG,2022-12-18 19:41:10,-10.6167,150.6667,81.84,80,100,10.63
318,Bilma,NE,2022-12-18 19:41:10,18.6853,12.9164,71.02,20,94,5.59
319,Santa Maria,BR,2022-12-18 19:41:11,-29.6842,-53.8069,78.1,61,40,13.8
320,Ahuimanu,US,2022-12-18 19:41:13,21.4447,-157.8378,68.94,99,100,8.05
321,Scottsbluff,US,2022-12-18 19:41:13,41.8666,-103.6672,30.29,50,0,3.44
322,Bahir Dar,ET,2022-12-18 19:41:15,11.5936,37.3908,63.59,65,96,3.36
323,Rock Sound,BS,2022-12-18 19:41:15,24.9,-76.2,77.18,74,13,12.06
324,Soyo,AO,2022-12-18 19:41:16,-6.1349,12.3689,78.01,77,78,8.5
325,Matsumoto,JP,2022-12-18 19:41:17,36.2333,137.9667,27.18,64,21,8.01
326,Clyde River,CA,2022-12-18 19:41:17,70.4692,-68.5914,14.23,79,0,3.44
327,Nanakuli,US,2022-12-18 19:41:18,21.3906,-158.1547,69.17,84,100,4.61
328,Inongo,CD,2022-12-18 19:41:19,-1.95,18.2667,71.65,89,91,3.96
329,Caravelas,BR,2022-12-18 19:41:20,-17.7125,-39.2481,74.55,95,100,4.34
330,Nanortalik,GL,2022-12-18 19:41:21,60.1432,-45.2371,22.5,86,100,5.99
331,Tiksi,RU,2022-12-18 19:41:22,71.6872,128.8694,-22.0,99,100,5.73
332,Sola,VU,2022-12-18 19:41:24,-13.8833,167.55,66.87,94,7,0.0
333,Luis Correia,BR,2022-12-18 19:41:25,-2.8792,-41.6669,87.8,66,40,19.57
334,Bundaberg,AU,2022-12-18 19:41:26,-24.85,152.35,70.38,69,100,12.64
335,San Lorenzo,PY,2022-12-18 19:41:27,-25.3333,-57.5333,92.59,26,20,10.36
336,Touros,BR,2022-12-18 19:41:28,-5.1989,-35.4608,80.17,69,55,12.95
337,San Patricio,US,2022-12-18 19:41:28,28.017,-97.5169,57.83,53,100,14.07
338,Pemba,MZ,2022-12-18 19:41:30,-12.974,40.5178,81.3,83,20,13.8
339,Calvinia,ZA,2022-12-18 19:41:31,-31.4707,19.776,68.95,55,0,8.19
340,Vicuna,CL,2022-12-18 19:41:32,-30.0319,-70.7081,84.78,33,2,10.49
341,Ghatanji,IN,2022-12-18 19:41:32,20.1333,78.3167,64.78,32,77,4.07
342,Sobolevo,RU,2022-12-18 19:41:33,54.4299,31.8996,2.62,98,19,6.31
343,Okahandja,NA,2022-12-18 19:41:34,-21.9833,16.9167,71.2,47,10,18.43
344,Egvekinot,RU,2022-12-18 19:41:34,66.3167,-179.1667,17.89,56,100,7.99
345,Coos Bay,US,2022-12-18 19:37:49,43.3665,-124.2179,48.15,76,100,10.36
346,Gazojak,TM,2022-12-18 19:41:36,41.1875,61.4036,33.33,48,9,7.29
347,Haimen,CN,2022-12-18 19:41:37,23.1935,116.6142,46.29,56,25,9.28
348,Kanevskaya,RU,2022-12-18 19:41:38,46.0849,38.9596,40.01,78,100,9.71
349,Cozumel,MX,2022-12-18 19:40:11,20.5083,-86.9458,83.07,74,75,5.99
350,Alugan,PH,2022-12-18 19:41:39,12.2188,125.4808,79.54,85,100,15.97
351,Namatanai,PG,2022-12-18 19:41:40,-3.6667,152.4333,78.01,81,99,1.61
352,Upernavik,GL,2022-12-18 19:41:40,72.7868,-56.1549,23.0,60,100,7.07
353,Palana,RU,2022-12-18 19:41:41,59.1167,159.9667,23.94,94,100,11.77
354,Jacobina,BR,2022-12-18 19:41:42,-11.1806,-40.5183,82.44,64,73,3.89
355,Poum,NC,2022-12-18 19:41:43,-20.2333,164.0167,79.45,76,44,5.99
356,Saint-Joseph,RE,2022-12-18 19:41:43,-21.3667,55.6167,77.38,81,66,8.61
357,Xichang,CN,2022-12-18 19:41:44,27.8964,102.2634,36.34,92,46,1.92
358,Avera,US,2022-12-18 19:41:45,33.194,-82.5271,53.55,33,0,12.57
359,Dunedin,NZ,2022-12-18 19:41:45,-45.8742,170.5036,53.8,80,88,3.0
360,Srandakan,ID,2022-12-18 19:41:46,-7.9386,110.2506,76.32,86,0,3.65
361,Ostrovnoy,RU,2022-12-18 19:41:47,68.0531,39.5131,10.62,97,99,11.05
362,Margate,GB,2022-12-18 19:36:55,51.3813,1.3862,41.31,94,100,3.0
363,Mahibadhoo,MV,2022-12-18 19:41:48,3.7833,72.9667,80.58,72,18,5.93
364,Port Moresby,PG,2022-12-18 19:42:49,-9.4431,147.1797,74.62,94,20,3.44
365,Voskresenskoye,RU,2022-12-18 19:42:49,56.8381,45.4317,19.8,95,100,10.18
366,Bahia Honda,CU,2022-12-18 19:42:50,22.9036,-83.1592,79.21,69,64,5.93
367,Moscow,RU,2022-12-18 19:40:19,55.7522,37.6156,17.15,86,100,11.59
368,Narsaq,GL,2022-12-18 19:42:52,60.9167,-46.05,10.62,62,6,8.39
369,Mufulira,ZM,2022-12-18 19:42:52,-12.5498,28.2407,64.11,96,98,2.75
370,Hella,NO,2022-12-18 19:42:53,67.2,14.4333,33.94,78,100,21.85
371,Lumeje,AO,2022-12-18 19:42:54,-11.55,20.7833,65.95,92,76,4.61
372,Khartoum,SD,2022-12-18 19:42:23,15.5518,32.5324,80.02,36,8,9.51
373,Bosaso,SO,2022-12-18 19:42:55,11.2842,49.1816,73.04,70,7,2.06
374,Arlit,NE,2022-12-18 19:42:55,18.7369,7.3853,74.07,17,65,12.48
375,Tual,ID,2022-12-18 19:41:13,-5.6667,132.75,81.91,79,100,15.9
376,Yekimovichi,RU,2022-12-18 19:42:56,54.1129,33.2965,7.54,91,56,6.98
377,Port Blair,IN,2022-12-18 19:42:57,11.6667,92.75,80.55,72,100,18.5
378,Teguldet,RU,2022-12-18 19:42:57,57.3064,88.1667,4.42,93,100,11.59
379,Ler,SS,2022-12-18 19:42:58,8.3018,30.1418,81.32,31,55,3.69
380,Japura,ID,2022-12-18 19:42:59,-0.3167,102.35,72.09,99,58,2.82
381,San Cristobal,VE,2022-12-18 19:43:00,7.7669,-72.225,73.58,38,83,4.85
382,Longyearbyen,SJ,2022-12-18 19:41:33,78.2186,15.6401,6.64,72,75,9.22
383,Gadag,IN,2022-12-18 19:43:01,15.4167,75.6167,68.61,54,100,8.23
384,Kahului,US,2022-12-18 19:43:02,20.8947,-156.47,75.85,89,40,5.01
385,Rio Gallegos,AR,2022-12-18 19:43:03,-51.6226,-69.2181,68.05,18,75,17.27
386,Manado,ID,2022-12-18 19:43:04,1.487,124.8455,74.17,100,40,2.3
387,Annur,IN,2022-12-18 19:43:04,11.2333,77.1333,73.81,95,100,4.61
388,Izumo,JP,2022-12-18 19:43:05,35.3667,132.7667,33.75,72,100,22.46
389,Anito,PH,2022-12-18 19:43:06,12.4497,125.2886,78.28,89,100,14.41
390,Suhbaatar,MN,2022-12-18 19:43:07,50.2314,106.2078,-10.39,97,59,0.74
391,Manzil Salim,TN,2022-12-18 19:43:07,35.8567,8.4765,51.75,72,0,3.83
392,Killybegs,IE,2022-12-18 19:43:08,54.6333,-8.45,51.51,90,100,20.96
393,Galle,LK,2022-12-18 19:40:18,6.0367,80.217,76.86,84,100,3.22
394,Hamilton,US,2022-12-18 19:43:09,39.1834,-84.5333,34.92,60,20,16.11
395,Nouadhibou,MR,2022-12-18 19:43:10,20.931,-17.0347,76.98,47,0,11.5
396,Belyy Yar,RU,2022-12-18 19:43:10,53.6039,91.3903,1.85,65,94,0.0
397,Chokurdakh,RU,2022-12-18 19:43:11,70.6333,147.9167,-6.3,98,100,4.29
398,Fastiv,UA,2022-12-18 19:43:12,50.0767,29.9177,18.68,83,14,13.2
399,Mogadishu,SO,2022-12-18 19:43:12,2.0371,45.3438,78.17,77,87,20.74
400,Cowra,AU,2022-12-18 19:43:13,-33.8333,148.6833,52.36,70,0,8.12
401,Bagan,RU,2022-12-18 19:43:15,54.1001,77.6646,6.42,94,100,6.71
402,Nioki,CD,2022-12-18 19:43:15,-2.7167,17.6833,70.9,96,95,1.9
403,Sabang,ID,2022-12-18 19:43:16,5.8933,95.3214,77.85,85,100,15.12
404,Nago,JP,2022-12-18 19:43:17,26.5881,127.9761,55.83,66,100,12.41
405,Biltine,TD,2022-12-18 19:43:18,14.5333,20.9167,74.05,18,99,8.39
406,Vao,NC,2022-12-18 19:43:18,-22.6667,167.4833,78.44,67,52,7.7
407,Amnat Charoen,TH,2022-12-18 19:43:19,15.9167,104.75,54.72,66,26,17.13
408,Belmonte,BR,2022-12-18 19:43:20,-15.8631,-38.8828,78.57,83,90,8.52
409,Horodnytsya,UA,2022-12-18 19:43:21,50.807,27.3168,8.13,97,84,5.57
410,Ust-Kan,RU,2022-12-18 19:43:21,50.9276,84.761,5.68,97,100,1.5
411,Kargopol,RU,2022-12-18 19:43:22,61.5071,38.9456,-6.5,100,97,2.33
412,Dabhol,IN,2022-12-18 19:44:23,17.6,73.1667,74.61,69,27,4.43
413,Conde,BR,2022-12-18 19:44:24,-7.2597,-34.9075,83.66,58,0,12.66
414,Pimentel,PE,2022-12-18 19:44:24,-6.8367,-79.9342,79.09,57,0,18.41
415,Wattegama,LK,2022-12-18 19:44:25,6.7989,81.4808,72.05,96,100,4.99
416,Cidreira,BR,2022-12-18 19:40:36,-30.1811,-50.2056,71.2,73,100,20.71
417,Beringovskiy,RU,2022-12-18 19:44:26,63.05,179.3167,31.46,81,100,20.51
418,Westport,US,2022-12-18 19:43:09,41.1415,-73.3579,41.83,52,33,11.01
419,Chegdomyn,RU,2022-12-18 19:44:27,51.1167,133.0167,-21.19,99,100,1.77
420,Chachapoyas,PE,2022-12-18 19:44:28,-6.2317,-77.869,64.45,67,100,3.02
421,Belyy,RU,2022-12-18 19:44:29,55.8402,32.9419,-0.36,99,51,4.16
422,Rio Grande,BR,2022-12-18 19:44:30,-32.035,-52.0986,73.51,65,100,20.18
423,Kabale,UG,2022-12-18 19:44:31,-1.2486,29.9899,58.06,92,61,2.98
424,Balakhninskiy,RU,2022-12-18 19:44:32,58.0106,114.2769,-25.8,100,99,3.53
425,Bogdand,RO,2022-12-18 19:44:32,47.4167,22.9333,24.35,66,0,0.54
426,Tecolutla,MX,2022-12-18 19:44:33,20.4833,-97.0167,71.69,66,24,8.52
427,Concord,US,2022-12-18 19:40:03,37.978,-122.0311,55.18,76,6,2.73
428,Shimoda,JP,2022-12-18 19:44:35,34.6667,138.95,34.11,58,0,26.19
429,Fort Morgan,US,2022-12-18 19:44:36,40.2503,-103.8,26.02,58,0,5.75
430,Agnibilekrou,CI,2022-12-18 19:44:37,7.1344,-3.2047,81.16,36,88,1.83
431,Balykshi,KZ,2022-12-18 19:44:38,47.0667,51.8667,30.2,74,0,8.95
432,Vangaindrano,MG,2022-12-18 19:44:39,-23.35,47.6,74.37,94,51,7.36
433,Tuatapere,NZ,2022-12-18 19:44:40,-46.1333,167.6833,51.03,85,100,0.6
434,Asyut,EG,2022-12-18 19:44:40,27.181,31.1837,62.78,37,0,3.49
435,Iskateley,RU,2022-12-18 19:44:41,67.6803,53.1512,1.2,97,70,9.51
436,Abu Samrah,SY,2022-12-18 19:44:42,35.3029,37.1841,53.55,57,0,3.71
437,Geraldton,AU,2022-12-18 19:44:43,-28.7667,114.6,64.81,77,6,5.75
438,Prieska,ZA,2022-12-18 19:44:43,-29.6641,22.7474,82.87,25,0,7.78
439,Mbaiki,CF,2022-12-18 19:44:44,3.8678,17.9892,76.05,36,7,1.41
440,Olga,RU,2022-12-18 19:44:44,43.7444,135.2892,0.01,65,2,10.33
441,Canguaretama,BR,2022-12-18 19:44:45,-6.38,-35.1289,80.53,63,97,12.08
442,La Ronge,CA,2022-12-18 19:44:46,55.1001,-105.2842,-12.75,64,75,11.5
443,Qandala,SO,2022-12-18 19:44:47,11.472,49.8728,75.51,59,7,4.85
444,Mehamn,NO,2022-12-18 19:44:47,71.0357,27.8492,19.35,73,0,25.32
445,Merauke,ID,2022-12-18 19:44:48,-8.4667,140.3333,78.19,86,100,6.64
446,Olafsvik,IS,2022-12-18 19:44:49,64.8945,-23.7142,25.77,67,100,35.23
447,Kijang,KR,2022-12-18 19:44:50,35.2442,129.2139,20.93,49,2,7.74
448,Zhigansk,RU,2022-12-18 19:44:50,66.7697,123.3711,-28.57,93,100,16.91
449,College,US,2022-12-18 19:44:51,64.8569,-147.8028,-27.45,75,20,0.0
450,Yining,CN,2022-12-18 19:44:52,29.0361,114.5636,31.96,47,22,1.9
451,Seguin,US,2022-12-18 19:41:01,29.5688,-97.9647,54.48,33,100,8.05
452,Nagaoka,JP,2022-12-18 19:44:53,37.45,138.85,31.64,96,100,8.19
453,Shinpokh,PK,2022-12-18 19:44:55,34.3292,71.1782,49.41,33,1,1.21
454,Shalinskoye,RU,2022-12-18 19:45:55,55.7228,93.7594,5.81,84,100,16.06
455,Cockburn Town,TC,2022-12-18 19:45:56,21.4612,-71.1419,78.64,78,6,11.48
456,Salalah,OM,2022-12-18 19:43:37,17.0151,54.0924,82.49,34,0,21.85
457,Nushki,PK,2022-12-18 19:44:43,29.5542,66.0215,45.73,46,0,0.89
458,Aksarka,RU,2022-12-18 19:45:59,66.5606,67.7975,-5.64,95,5,2.26
459,Nisia Floresta,BR,2022-12-18 19:46:00,-6.0911,-35.2086,85.01,65,96,10.83
460,Colomi,BO,2022-12-18 19:46:01,-17.35,-65.8667,66.22,81,83,7.18
461,Yerbogachen,RU,2022-12-18 19:46:01,61.2767,108.0108,-14.71,97,100,3.44
462,Ulkan,RU,2022-12-18 19:46:02,57.243,107.3223,-2.27,98,100,3.22
463,Lagoa,PT,2022-12-18 19:46:03,39.05,-27.9833,60.22,88,74,30.89
464,Pilar,BR,2022-12-18 19:42:42,-9.5972,-35.9567,84.13,55,3,10.8
465,Urumqi,CN,2022-12-18 19:44:01,43.801,87.6005,11.35,85,75,2.24
466,Magistralnyy,RU,2022-12-18 19:46:06,56.1725,107.4458,-3.57,94,100,4.65
467,La Sarre,CA,2022-12-18 19:46:06,48.8002,-79.1996,26.92,91,100,3.33
468,Muisne,EC,2022-12-18 19:46:07,0.6,-80.0333,77.07,72,100,8.55
469,Kibara,TZ,2022-12-18 19:46:08,-2.15,33.45,72.12,69,25,4.25
470,Vanderhoof,CA,2022-12-18 19:46:09,54.0166,-124.0198,-4.23,67,18,9.04
471,Singkang,MY,2022-12-18 19:46:10,2.1006,102.7994,72.82,97,99,4.76
472,Moyale,KE,2022-12-18 19:46:10,3.5167,39.0584,68.99,34,38,9.04
473,Karasjok,NO,2022-12-18 19:46:11,69.4719,25.5112,-0.15,100,95,1.28
474,Worksop,GB,2022-12-18 19:46:12,53.3018,-1.124,41.23,94,100,14.92
475,Dakar,SN,2022-12-18 19:46:13,14.6937,-17.4441,79.68,65,0,6.91
476,Kabansk,RU,2022-12-18 19:46:13,52.0486,106.6528,8.58,89,100,4.43
477,Fuyu,CN,2022-12-18 19:46:15,45.1833,124.8167,-7.65,83,13,5.23
478,Porkhov,RU,2022-12-18 19:46:15,57.765,29.5561,19.51,94,86,8.23
479,Ahipara,NZ,2022-12-18 19:46:16,-35.1667,173.1667,66.63,65,0,1.21
480,Faya,SA,2022-12-18 19:46:17,18.3851,42.4509,53.71,50,0,1.28
481,Liepaja,LV,2022-12-18 19:46:18,56.5419,21.0367,35.58,80,100,25.32
482,Haukipudas,FI,2022-12-18 19:46:19,65.1765,25.3523,30.25,1,100,12.44
483,Tanout,NE,2022-12-18 19:46:20,14.9709,8.8879,71.76,19,100,10.94
484,Pitesti,RO,2022-12-18 19:44:23,44.85,24.8667,34.68,97,100,6.08
485,Teberda,RU,2022-12-18 19:46:23,43.4456,41.7448,38.53,59,53,6.71
486,Apac,UG,2022-12-18 19:46:24,1.9756,32.5386,72.82,69,76,4.36
487,Tarancon,ES,2022-12-18 19:46:24,40.0085,-3.0073,45.28,79,100,7.0
488,Buala,SB,2022-12-18 19:46:25,-8.145,159.5921,80.96,79,25,4.23
489,Kamenka,RU,2022-12-18 19:46:26,51.3223,42.7678,30.13,87,100,14.29
490,Oyo,NG,2022-12-18 19:46:27,7.85,3.9333,79.79,22,87,5.23
491,Qasigiannguit,GL,2022-12-18 19:46:28,68.8193,-51.1922,25.05,67,59,7.56
492,Bonfim,BR,2022-12-18 19:46:29,3.0833,-59.95,83.16,66,100,8.01
493,Suda,RU,2022-12-18 19:46:29,59.1525,37.5582,6.91,100,23,3.22
494,Omboue,GA,2022-12-18 19:46:30,-1.5746,9.2618,77.29,86,100,4.38
495,Biak,ID,2022-12-18 19:46:31,-0.9131,122.8766,75.58,82,100,3.51
496,Ginda,IN,2022-12-18 19:46:31,30.6945,78.4932,45.54,18,0,6.87
497,Pemangkat,ID,2022-12-18 19:46:32,1.1667,108.9667,76.89,87,100,4.9
498,Yeppoon,AU,2022-12-18 19:47:33,-23.1333,150.7333,69.58,66,74,18.01
499,Tonstad,NO,2022-12-18 19:47:34,58.6626,6.7169,32.2,97,100,3.69
500,Simao,CN,2022-12-18 19:47:34,22.7886,100.9748,47.98,78,94,1.52
501,Raudeberg,NO,2022-12-18 19:47:35,61.9875,5.1352,34.47,70,100,10.96
502,Gazanjyk,TM,2022-12-18 19:47:36,39.2446,55.5154,42.28,53,0,9.35
503,Juneau,US,2022-12-18 19:47:37,58.3019,-134.4197,14.0,100,20,0.0
504,Savannah Bight,HN,2022-12-18 19:47:37,16.45,-85.85,80.2,75,0,17.16
505,Hue,VN,2022-12-18 19:47:38,16.4667,107.6,60.91,94,100,4.61
506,Fallon,US,2022-12-18 19:46:45,39.4735,-118.7774,24.67,80,100,5.75
507,Kalianget,ID,2022-12-18 19:47:39,-7.05,113.9333,80.46,75,1,1.61
508,Keetmanshoop,NA,2022-12-18 19:43:18,-26.5833,18.1333,76.46,39,0,18.16
509,Port Macquarie,AU,2022-12-18 19:47:40,-31.4333,152.9167,59.9,79,82,13.06
510,Chino Valley,US,2022-12-18 19:47:41,34.7575,-112.4538,48.81,37,0,3.44
511,Along,IN,2022-12-18 19:47:42,28.1667,94.7667,52.61,75,1,1.66
512,San Pedro,PH,2022-12-18 19:43:38,14.35,121.0167,78.03,79,75,5.75
513,Pendleton,US,2022-12-18 19:47:43,45.6721,-118.7886,42.75,56,0,13.8
514,Jinchang,CN,2022-12-18 19:47:43,38.4953,102.1739,20.91,31,100,2.1
515,Tsuyama,JP,2022-12-18 19:47:44,35.05,134.0,28.49,75,48,7.7
516,Astoria,US,2022-12-18 19:45:42,46.1879,-123.8313,43.86,89,100,9.22
517,Alofi,NU,2022-12-18 19:47:45,-19.0595,-169.9187,80.49,89,21,8.05
518,Bathsheba,BB,2022-12-18 19:47:46,13.2167,-59.5167,84.81,84,20,20.71
519,Brae,GB,2022-12-18 19:47:47,60.3964,-1.353,44.2,68,100,25.7
520,Shangzhi,CN,2022-12-18 19:47:47,45.2167,127.9667,-10.05,94,15,4.85
521,Los Llanos De Aridane,ES,2022-12-18 19:47:48,28.6585,-17.9182,64.15,90,20,5.75
522,Tibati,CM,2022-12-18 19:47:49,6.4667,12.6333,76.21,20,62,6.15
523,Acapulco,MX,2022-12-18 19:47:50,16.8634,-99.8901,83.25,48,100,5.88
524,Zyryanka,RU,2022-12-18 19:47:50,65.75,150.85,-12.69,99,100,11.99
525,Damphu,BT,2022-12-18 19:47:51,27.0721,90.1096,54.37,72,52,3.62
526,Katsuyama,JP,2022-12-18 19:47:52,36.0617,136.501,30.56,96,100,8.63
527,Akdepe,TM,2022-12-18 19:47:53,42.0551,59.3788,23.09,39,21,8.63
528,Humaita,BR,2022-12-18 19:47:54,-7.5061,-63.0208,87.46,62,100,3.47
529,Olot,ES,2022-12-18 19:47:54,42.181,2.4901,48.18,81,66,3.0
530,Desaguadero,PE,2022-12-18 19:47:55,-16.5656,-69.0417,61.03,35,17,13.31
531,Tieli,CN,2022-12-18 19:47:55,46.95,128.05,-18.96,97,98,3.76
532,Creston,US,2022-12-18 19:47:56,41.0586,-94.3614,26.33,68,0,4.61
533,Ndele,CF,2022-12-18 19:47:57,8.4109,20.6473,77.45,22,19,4.27
534,Alenquer,BR,2022-12-18 19:43:42,-1.9417,-54.7383,88.72,46,83,2.06
535,Bandarbeyla,SO,2022-12-18 19:47:57,9.4942,50.8122,76.12,63,54,17.81
536,Rio Do Sul,BR,2022-12-18 19:46:53,-27.2142,-49.6431,67.39,99,100,1.41
537,Presidencia Roque Saenz Pena,AR,2022-12-18 19:47:59,-26.7852,-60.4388,89.87,25,9,4.88
538,Smidovich,RU,2022-12-18 19:47:59,48.6,133.8167,-11.51,91,98,4.68
539,Bogale,MM,2022-12-18 19:48:00,16.2833,95.4,73.15,79,92,5.61
540,Roald,NO,2022-12-18 19:48:01,62.5833,6.1333,35.74,64,20,8.05
541,Kutum,SD,2022-12-18 19:48:03,14.2,24.6667,65.12,24,7,7.65
542,Mahanoro,MG,2022-12-18 19:48:04,-19.9,48.8,75.88,89,19,6.6
543,Paamiut,GL,2022-12-18 19:48:05,61.994,-49.6678,17.29,57,6,11.01
544,Laguna,US,2022-12-18 19:49:06,38.421,-121.4238,56.01,100,100,4.61
545,Marystown,CA,2022-12-18 19:49:07,47.1666,-55.1483,38.82,93,100,23.78
546,Isabela,PH,2022-12-18 19:49:08,6.7085,121.9711,78.55,81,100,4.0
547,Hebi,CN,2022-12-18 19:47:08,35.8992,114.1925,29.32,23,0,3.74
548,Padang,ID,2022-12-18 19:49:09,-0.9492,100.3543,75.94,80,100,4.14
549,Taoudenni,ML,2022-12-18 19:49:13,22.6783,-3.9836,74.28,20,0,11.63
550,Mintiu Gherlii,RO,2022-12-18 19:49:15,47.05,23.95,24.42,78,5,2.28
551,Labytnangi,RU,2022-12-18 19:49:16,66.6572,66.4183,1.42,87,7,7.27
552,Hambantota,LK,2022-12-18 19:49:17,6.1241,81.1185,75.54,100,75,5.75
553,Mount Gambier,AU,2022-12-18 19:49:17,-37.8333,140.7667,51.22,82,0,9.37
554,Pastavy,BY,2022-12-18 19:49:18,55.1168,26.8326,18.46,95,100,10.51
555,Coolum Beach,AU,2022-12-18 19:49:20,-26.5333,153.1,65.34,80,100,11.32
556,Sorong,ID,2022-12-18 19:49:21,-0.8833,131.25,77.88,90,100,9.55
557,Metu,ET,2022-12-18 19:49:22,8.3,35.5833,61.23,83,99,3.09
558,Mersin,TR,2022-12-18 19:49:22,36.862,34.6509,60.44,56,4,2.89
559,Sabancuy,MX,2022-12-18 19:49:24,18.9667,-91.1833,80.31,72,7,5.3
560,Mackay,AU,2022-12-18 19:47:28,-21.15,149.2,74.68,63,76,18.14
561,Rio Brilhante,BR,2022-12-18 19:49:25,-21.8019,-54.5464,67.15,95,100,6.89
562,Tungor,RU,2022-12-18 19:49:26,53.3808,142.9564,-5.55,94,100,13.22
